user_id,product_id,product_name,brand,category,price,rating,color
60,45,dining table set,Gucci,Women's Fashion,85,4.886711103,Red
44,46,lenovo thinkpad,Zara,Men's Fashion,38,2.827869831,Yellow
93,47,timberland boots,Zara,Men's Fashion,62,1.280731686,Green
74,48,dyson vacuum,Gucci,Kids' Fashion,10,1.836963966,Green
19,49,google pixel 7,Gucci,Kids' Fashion,52,3.012240786,Green
98,50,watch strap,H&M,Women's Fashion,38,3.083285933,Blue
51,51,ikea sofa,Adidas,Women's Fashion,67,3.842990023,Yellow
80,52,backpack,Nike,Kids' Fashion,59,3.964195138,Red
39,53,macbook air,Nike,Men's Fashion,16,1.29231997,Red
33,54,under armour t-shirt,H&M,Men's Fashion,33,2.450522629,Blue
78,55,ipad pro,Adidas,Kids' Fashion,76,2.820647079,Red
24,56,sony bravia tv,Nike,Women's Fashion,53,2.251328487,White
99,57,carter's onesie,Adidas,Women's Fashion,52,3.613136293,Red
83,58,vase,Adidas,Women's Fashion,61,1.684541374,White
38,59,zara blouse,Nike,Kids' Fashion,93,3.158493604,Blue
51,60,phone case,H&M,Kids' Fashion,24,1.59071307,Yellow
63,61,sunglasses,Adidas,Women's Fashion,25,1.04240882,Yellow
54,62,crocs,Nike,Men's Fashion,66,2.063108735,Blue
53,63,instant pot,Zara,Kids' Fashion,55,4.026271066,White
50,64,tempur-pedic mattress,Gucci,Kids' Fashion,72,1.779210786,Red
6,65,lg oled tv,H&M,Kids' Fashion,33,3.045016003,Yellow
87,66,nike running shoes,H&M,Kids' Fashion,59,4.55091731,Red
84,67,throw pillows,Gucci,Women's Fashion,41,4.251683239,Green
43,68,cookware set,Gucci,Women's Fashion,76,381.24,Red
3,69,adidas tracksuit,Gucci,Women's Fashion,74,3.6666674,Yellow
6,70,storage rack,Gucci,Women's Fashion,36,2.538600852,Yellow
15,71,levi's jeans,Adidas,Women's Fashion,35,4.864999298,White
94,72,gap hoodie,H&M,Clothing & Apparel,51,2.793625807,Yellow
98,73,samsung galaxy tab,Gucci,Men's Fashion,34,2.923982057,Red
6,74,apple iphone 14,Zara,Women's Fashion,68,2.880808188,White
42,75,ashley recliner,H&M,Women's Fashion,86,2.8894437,Blue
54,76,closet organizer,Adidas,Women's Fashion,39,2.974139315,Black
37,77,kitchenaid mixer,H&M,Home & Furniture,90,2.228263165,Blue
9,78,old navy dress,Nike,Men's Fashion,76,1.297257193,White
26,79,wallet,Nike,Accessories,11,1.333422087,Red
71,80,tote bag,Nike,Kids' Fashion,21,2.93805629,Red
72,81,apple watch,Nike,Women's Fashion,66,2.403440002,Green
100,82,children's hoodie,H&M,Kids' Fashion,31,4.612706003,Blue
69,83,charging cable,Nike,Women's Fashion,49,1.421790367,Blue
19,84,fitbit charge,Adidas,Women's Fashion,42,2.560174045,Red
84,85,office chair,Nike,Women's Fashion,89,1.107632847,Yellow
4,86,brooklinen sheets,Zara,Men's Fashion,50,3.276221603,Yellow
21,87,nike air force 1,Nike,Men's Fashion,41,4.126941614,Red
85,88,bose soundbar,Nike,Kids' Fashion,61,2.557892132,White
10,89,samsung galaxy s23,Gucci,Men's Fashion,66,3.896436962,White
2,90,belt,H&M,Men's Fashion,37,3.961592463,Red
90,91,power bank,H&M,Kids' Fashion,85,3.052555822,Green
6,92,dell xps 13,Adidas,Men's Fashion,100,1.845071304,White
33,93,wall art,Nike,Men's Fashion,70,4.928128215,White
12,94,dining table set,Zara,Women's Fashion,21,3.941875648,Yellow
62,95,lenovo thinkpad,Gucci,Women's Fashion,58,1.971525135,Blue
22,96,timberland boots,Gucci,Women's Fashion,30,4.65525163,Red
18,97,dyson vacuum,Gucci,Men's Fashion,52,3.761890551,Green
44,98,google pixel 7,Gucci,Kids' Fashion,61,4.277089916,Black
25,99,watch strap,Nike,Kids' Fashion,93,4.280090725,Yellow
79,100,ikea sofa,Adidas,Kids' Fashion,84,1.837199422,Red
52,101,backpack,Zara,Women's Fashion,95,1.501754271,Green
71,102,macbook air,Gucci,Accessories,19,4.211889573,Red
57,103,under armour t-shirt,Zara,Women's Fashion,84,3.649170715,White
64,104,ipad pro,H&M,Men's Fashion,24,4.737257325,White
35,105,sony bravia tv,Zara,Women's Fashion,52,1.75093116,Yellow
63,106,carter's onesie,H&M,Kids' Fashion,21,2.726230341,Red
19,107,vase,Zara,Men's Fashion,23,3.321346928,Red
80,108,zara blouse,Gucci,Men's Fashion,13,4.278042968,Green
77,109,phone case,Nike,Kids' Fashion,73,2.727659601,Black
22,110,sunglasses,Gucci,Women's Fashion,33,4.665058099,Blue
99,111,crocs,Zara,Women's Fashion,55,2.393684591,Green
92,112,instant pot,Adidas,Men's Fashion,15,2.44626948,White
97,113,tempur-pedic mattress,Zara,Men's Fashion,60,1.188491798,White
48,114,lg oled tv,H&M,Men's Fashion,37,1.457139594,Red
37,115,nike running shoes,Adidas,Kids' Fashion,64,2.887806601,Blue
77,116,throw pillows,Adidas,Women's Fashion,60,3.114797145,Green
52,117,cookware set,Zara,Kids' Fashion,75,3.992174604,White
63,118,adidas tracksuit,Adidas,Men's Fashion,71,3.517315773,Yellow
10,119,storage rack,Nike,Men's Fashion,73,2.657925071,Yellow
77,120,levi's jeans,H&M,Men's Fashion,12,2.507310693,Green
95,121,gap hoodie,Gucci,Men's Fashion,96,1.633989597,Red
90,122,samsung galaxy tab,H&M,Women's Fashion,36,4.425129582,Blue
80,123,apple iphone 14,Nike,Women's Fashion,65,2.647393415,Yellow
65,124,ashley recliner,H&M,Men's Fashion,62,1.09081315,Black
56,125,closet organizer,H&M,Kids' Fashion,56,4.139373023,Green
65,126,kitchenaid mixer,Nike,Home & Furniture,55,4.851703509,Green
7,127,old navy dress,Zara,Women's Fashion,47,4.86740353,Yellow
100,128,wallet,H&M,Women's Fashion,61,2.310493963,Green
70,129,tote bag,Zara,Women's Fashion,85,2.104322007,Yellow
40,130,apple watch,Nike,Women's Fashion,81,1.021972485,Green
70,131,children's hoodie,H&M,Men's Fashion,50,3.377493367,Blue
100,132,charging cable,Adidas,Women's Fashion,10,2.997701328,White
29,133,fitbit charge,H&M,Kids' Fashion,28,1.664542402,Blue
23,134,office chair,Zara,Women's Fashion,60,3.63365153,Yellow
94,135,brooklinen sheets,Adidas,Kids' Fashion,14,3.654703013,Blue
34,136,nike air force 1,Zara,Men's Fashion,45,1.017654743,Blue
44,137,bose soundbar,Gucci,Kids' Fashion,90,3.320508609,Green
16,138,samsung galaxy s23,H&M,Women's Fashion,23,1.811578261,Yellow
73,139,belt,Gucci,Women's Fashion,45,3.540081867,Blue
54,140,power bank,Zara,Kids' Fashion,40,2.022643003,Green
58,141,dell xps 13,Nike,Women's Fashion,28,4.441575548,Yellow
46,142,wall art,Nike,Men's Fashion,38,4.403932394,White
88,143,dining table set,Gucci,Women's Fashion,81,4.922934883,White
75,144,lenovo thinkpad,Adidas,Kids' Fashion,57,1.000967235,Blue
34,145,timberland boots,Zara,Kids' Fashion,60,4.821956689,Green
75,146,dyson vacuum,Adidas,Women's Fashion,53,3.466387981,Yellow
54,147,google pixel 7,Gucci,Kids' Fashion,48,2.582393026,Green
39,148,watch strap,Adidas,Women's Fashion,82,2.716311659,Black
95,149,ikea sofa,Adidas,Women's Fashion,56,4.001270462,Green
67,150,backpack,Nike,Women's Fashion,43,1.197330723,Green
5,151,macbook air,Adidas,Men's Fashion,77,2.35206414,Blue
31,152,under armour t-shirt,Nike,Men's Fashion,71,4.815682355,Green
2,153,ipad pro,Nike,Kids' Fashion,31,1.946292676,Black
51,154,sony bravia tv,Zara,Men's Fashion,11,2.301224631,Blue
91,155,carter's onesie,Gucci,Women's Fashion,48,2.433795362,White
92,156,vase,Adidas,Women's Fashion,21,1.154187364,Red
39,157,zara blouse,Adidas,Women's Fashion,67,3.981751298,Yellow
99,158,phone case,Adidas,Men's Fashion,88,2.923330927,Blue
10,159,sunglasses,Nike,Kids' Fashion,50,2.241727301,Green
46,160,crocs,Gucci,Women's Fashion,35,2.983802721,Black
80,161,instant pot,Adidas,Women's Fashion,67,4.735471557,Blue
40,162,tempur-pedic mattress,Nike,Women's Fashion,48,2.98164149,Red
18,163,lg oled tv,Nike,Women's Fashion,93,4.268027667,Green
16,164,nike running shoes,Nike,Men's Fashion,68,2.636594899,Red
34,165,throw pillows,Gucci,Women's Fashion,67,2.275472954,White
100,166,cookware set,Adidas,Kids' Fashion,96,4.743823985,White
92,167,adidas tracksuit,Zara,Kids' Fashion,43,4.47806137,Blue
54,168,storage rack,Gucci,Women's Fashion,69,4.456580599,Green
62,169,levi's jeans,Zara,Men's Fashion,98,1.089462325,Black
50,170,gap hoodie,Gucci,Men's Fashion,20,3.465192594,Yellow
24,171,samsung galaxy tab,Nike,Men's Fashion,42,1.767866521,Blue
13,172,apple iphone 14,Zara,Women's Fashion,32,4.795455839,Yellow
98,173,ashley recliner,Nike,Kids' Fashion,21,3.101798554,Yellow
82,174,closet organizer,Adidas,Kids' Fashion,80,3.334538872,Black
48,175,kitchenaid mixer,Adidas,Men's Fashion,55,1.913270934,Blue
59,176,old navy dress,H&M,Kids' Fashion,91,1.998148132,Red
56,177,wallet,Nike,Kids' Fashion,12,4.567658317,Yellow
93,178,tote bag,Nike,Women's Fashion,26,1.687869595,Red
54,179,apple watch,Adidas,Kids' Fashion,53,1.02832306,Blue
61,180,children's hoodie,Zara,Kids' Fashion,43,2.366447234,Green
74,181,charging cable,H&M,Kids' Fashion,80,4.829054628,Black
39,182,fitbit charge,Zara,Men's Fashion,68,4.358912645,Yellow
20,183,office chair,Zara,Kids' Fashion,67,2.675231958,Black
67,184,brooklinen sheets,Zara,Women's Fashion,67,3.448527594,Green
38,185,nike air force 1,Gucci,Men's Fashion,34,1.565354209,Yellow
16,186,bose soundbar,Adidas,Men's Fashion,56,2.434972507,Blue
81,187,samsung galaxy s23,Zara,Women's Fashion,36,3.043009203,Green
33,188,belt,Nike,Men's Fashion,44,4.359929899,Green
55,189,power bank,Adidas,Women's Fashion,15,3.466920439,Blue
38,190,dell xps 13,Zara,Kids' Fashion,32,4.033069074,Yellow
48,191,wall art,Gucci,Kids' Fashion,95,3.230677667,Black
35,192,dining table set,Zara,Kids' Fashion,87,3.961569667,White
8,193,lenovo thinkpad,H&M,Women's Fashion,60,2.936956139,White
56,194,timberland boots,Adidas,Women's Fashion,92,3.792556244,White
32,195,dyson vacuum,Zara,Kids' Fashion,60,3.344866684,White
72,196,google pixel 7,Gucci,Kids' Fashion,17,1.289426342,Red
48,197,watch strap,Nike,Kids' Fashion,90,2.299034126,Yellow
3,198,ikea sofa,Zara,Men's Fashion,67,3.032124841,Blue
39,199,backpack,Zara,Women's Fashion,15,4.980655634,Black
75,200,macbook air,H&M,Men's Fashion,45,4.124427218,Black
21,201,under armour t-shirt,Zara,Women's Fashion,57,4.246084617,Yellow
84,202,ipad pro,Nike,Men's Fashion,40,3.495501605,Green
53,203,sony bravia tv,Zara,Women's Fashion,75,1.876204845,Yellow
3,204,carter's onesie,Zara,Kids' Fashion,81,1.89324317,Black
41,205,vase,H&M,Men's Fashion,73,2.976563105,Yellow
64,206,zara blouse,Nike,Kids' Fashion,56,4.360464131,Yellow
30,207,phone case,Gucci,Kids' Fashion,53,2.789540795,Black
9,208,sunglasses,Zara,Men's Fashion,79,2.671151972,White
88,209,crocs,H&M,Women's Fashion,30,1.028669878,Black
36,210,instant pot,Adidas,Women's Fashion,42,2.049039595,Yellow
6,211,tempur-pedic mattress,Zara,Women's Fashion,50,3.173827063,Green
24,212,lg oled tv,Adidas,Women's Fashion,71,3.439552435,White
76,213,nike running shoes,Zara,Women's Fashion,80,4.860237045,Yellow
59,214,throw pillows,Adidas,Women's Fashion,98,1.793905201,Yellow
49,215,cookware set,Adidas,Men's Fashion,49,3.623237714,Yellow
87,216,adidas tracksuit,Gucci,Kids' Fashion,57,3.882450495,White
7,217,storage rack,Gucci,Women's Fashion,98,1.438125731,Yellow
94,218,levi's jeans,Gucci,Men's Fashion,69,3.077033066,Red
78,219,gap hoodie,H&M,Women's Fashion,97,1.968835967,Green
35,220,samsung galaxy tab,H&M,Kids' Fashion,42,4.505382327,Blue
68,221,apple iphone 14,Adidas,Men's Fashion,49,2.859178546,Black
77,222,ashley recliner,Adidas,Kids' Fashion,36,1.105318739,Yellow
33,223,closet organizer,Gucci,Women's Fashion,73,2.970808688,White
48,224,kitchenaid mixer,Adidas,Women's Fashion,88,1.748627957,White
46,225,old navy dress,Nike,Men's Fashion,61,1.635194216,Yellow
6,226,wallet,H&M,Men's Fashion,16,2.431736482,Green
44,227,tote bag,Adidas,Kids' Fashion,20,4.144274439,Red
66,228,apple watch,H&M,Men's Fashion,15,1.967415572,Green
81,229,children's hoodie,Adidas,Kids' Fashion,65,1.823312905,Red
96,230,charging cable,Zara,Men's Fashion,82,4.592905504,Black
92,231,fitbit charge,Zara,Women's Fashion,33,4.738404628,Red
93,232,office chair,Zara,Men's Fashion,49,1.4143585,Red
79,233,brooklinen sheets,Nike,Kids' Fashion,39,4.706320333,Red
64,234,nike air force 1,H&M,Kids' Fashion,55,1.699052197,White
61,235,bose soundbar,Zara,Women's Fashion,50,1.814530127,Green
40,236,samsung galaxy s23,Zara,Men's Fashion,44,1.718297859,White
68,237,belt,Adidas,Men's Fashion,58,3.662010629,White
10,238,power bank,Adidas,Kids' Fashion,47,2.146848906,White
33,239,dell xps 13,Gucci,Kids' Fashion,93,3.956210591,White
27,240,wall art,H&M,Men's Fashion,10,2.234526853,Black
55,241,dining table set,Gucci,Men's Fashion,21,2.404954172,Green
72,242,lenovo thinkpad,H&M,Men's Fashion,52,4.128792274,Green
88,243,timberland boots,H&M,Men's Fashion,79,1.05931859,White
77,244,dyson vacuum,Zara,Women's Fashion,85,3.4746219,Blue
27,245,google pixel 7,H&M,Women's Fashion,15,2.33366971,Black
89,246,watch strap,Gucci,Kids' Fashion,68,3.184283802,Green
32,247,ikea sofa,Zara,Women's Fashion,72,2.260192199,White
83,248,backpack,Zara,Kids' Fashion,81,3.616173283,Red
34,249,macbook air,H&M,Kids' Fashion,41,1.875618714,Black
68,250,under armour t-shirt,H&M,Women's Fashion,21,2.772521447,Yellow
46,251,ipad pro,Gucci,Kids' Fashion,87,2.193283427,White
43,252,sony bravia tv,H&M,Men's Fashion,25,1.659000335,Blue
65,253,carter's onesie,Zara,Kids' Fashion,98,4.236829853,White
20,254,vase,Gucci,Kids' Fashion,15,1.393034744,Yellow
74,255,zara blouse,H&M,Kids' Fashion,81,2.550519354,Green
33,256,phone case,Gucci,Kids' Fashion,86,2.059769414,Blue
38,257,sunglasses,Nike,Women's Fashion,82,3.481409233,Red
86,258,crocs,Gucci,Women's Fashion,14,3.563482806,Yellow
44,259,instant pot,Nike,Men's Fashion,27,2.504419165,White
34,260,tempur-pedic mattress,Adidas,Kids' Fashion,59,4.154888892,Green
50,261,lg oled tv,Zara,Men's Fashion,49,2.981081581,Yellow
68,262,nike running shoes,Gucci,Women's Fashion,94,4.28858144,Blue
5,263,throw pillows,Zara,Men's Fashion,71,4.053594853,Yellow
46,264,cookware set,Gucci,Women's Fashion,55,3.190616884,White
8,265,adidas tracksuit,H&M,Kids' Fashion,60,2.746730355,Blue
51,266,storage rack,Gucci,Kids' Fashion,62,2.367762561,White
25,267,levi's jeans,Adidas,Women's Fashion,53,4.441337119,Black
32,268,gap hoodie,Adidas,Kids' Fashion,22,3.939581932,Yellow
34,269,samsung galaxy tab,H&M,Kids' Fashion,100,4.743391172,Black
3,270,apple iphone 14,Adidas,Kids' Fashion,60,4.213088307,Blue
76,271,ashley recliner,Nike,Men's Fashion,45,4.075216259,Blue
43,272,closet organizer,Nike,Kids' Fashion,95,2.311251113,White
4,273,kitchenaid mixer,Nike,Men's Fashion,29,1.764609254,White
77,274,old navy dress,Adidas,Women's Fashion,18,1.657266961,Red
58,275,wallet,Nike,Men's Fashion,93,3.809488549,Green
73,276,tote bag,Nike,Men's Fashion,43,1.393377273,Yellow
50,277,apple watch,H&M,Kids' Fashion,49,1.889881364,White
4,278,children's hoodie,Gucci,Men's Fashion,98,2.958504997,Black
3,279,charging cable,Adidas,Kids' Fashion,11,2.191241877,Yellow
31,280,fitbit charge,Gucci,Kids' Fashion,19,2.129731799,White
30,281,office chair,H&M,Women's Fashion,67,2.256525934,Green
18,282,brooklinen sheets,Nike,Men's Fashion,75,1.266590167,Black
95,283,nike air force 1,H&M,Men's Fashion,80,4.17982815,White
78,284,bose soundbar,Zara,Men's Fashion,23,3.814152154,Black
49,285,samsung galaxy s23,Nike,Women's Fashion,80,3.70418879,Yellow
69,286,belt,H&M,Kids' Fashion,13,3.236064278,White
71,287,power bank,Zara,Kids' Fashion,62,4.537102679,Blue
13,288,dell xps 13,Nike,Men's Fashion,38,2.108827714,Black
88,289,wall art,Adidas,Kids' Fashion,18,2.805553334,Blue
38,290,dining table set,Zara,Men's Fashion,13,4.883941462,White
3,291,lenovo thinkpad,H&M,Women's Fashion,64,4.818010098,White
91,292,timberland boots,Nike,Men's Fashion,63,3.075503826,Green
9,293,dyson vacuum,Nike,Men's Fashion,96,2.769660905,Black
4,294,google pixel 7,H&M,Women's Fashion,89,4.092572015,White
39,295,watch strap,H&M,Kids' Fashion,56,2.424542625,Black
99,296,ikea sofa,H&M,Women's Fashion,25,4.100230323,White
30,297,backpack,Gucci,Kids' Fashion,14,1.877989508,Blue
4,298,macbook air,Zara,Women's Fashion,14,1.416317141,Red
69,299,under armour t-shirt,Gucci,Kids' Fashion,21,2.954602656,Green
3,300,ipad pro,Adidas,Kids' Fashion,57,4.923508936,White
66,301,sony bravia tv,Adidas,Kids' Fashion,93,2.044992494,Yellow
49,302,carter's onesie,Gucci,Kids' Fashion,37,4.903871566,White
11,303,vase,Gucci,Women's Fashion,94,3.685862143,White
7,304,zara blouse,Adidas,Women's Fashion,85,1.300398563,Green
26,305,phone case,H&M,Women's Fashion,90,2.330814132,White
73,306,sunglasses,Gucci,Men's Fashion,23,2.800679753,Black
62,307,crocs,Zara,Men's Fashion,11,3.889022253,Yellow
42,308,instant pot,Adidas,Men's Fashion,60,4.42216008,Yellow
37,309,tempur-pedic mattress,Gucci,Kids' Fashion,17,3.754996802,Black
61,310,lg oled tv,H&M,Men's Fashion,83,3.945481349,White
55,311,nike running shoes,Nike,Men's Fashion,55,4.803390239,Black
41,312,throw pillows,Zara,Men's Fashion,45,2.927937578,White
97,313,cookware set,H&M,Women's Fashion,76,4.512074442,Green
13,314,adidas tracksuit,Nike,Kids' Fashion,94,2.062362221,Red
90,315,storage rack,Nike,Kids' Fashion,56,1.21795546,White
34,316,levi's jeans,H&M,Women's Fashion,68,2.098501017,Red
55,317,gap hoodie,Adidas,Women's Fashion,23,4.395249785,Red
88,318,samsung galaxy tab,Zara,Men's Fashion,49,1.15586985,Yellow
39,319,apple iphone 14,H&M,Men's Fashion,61,1.231913046,White
25,320,ashley recliner,H&M,Kids' Fashion,86,3.146928023,Yellow
34,321,closet organizer,Gucci,Kids' Fashion,40,4.452209683,Red
58,322,kitchenaid mixer,H&M,Kids' Fashion,18,1.707225428,Red
30,323,old navy dress,Zara,Women's Fashion,95,2.326168452,Green
3,324,wallet,Gucci,Men's Fashion,18,4.530634427,Black
67,325,tote bag,Nike,Men's Fashion,91,2.668089208,Black
7,326,apple watch,Zara,Men's Fashion,20,3.313869752,Green
95,327,children's hoodie,Adidas,Kids' Fashion,72,4.572943413,White
34,328,charging cable,Adidas,Kids' Fashion,12,1.295316214,Blue
49,329,fitbit charge,Nike,Women's Fashion,56,3.73603013,Blue
15,330,office chair,Zara,Men's Fashion,26,2.137827815,Blue
61,331,brooklinen sheets,Adidas,Kids' Fashion,25,3.272901426,Black
25,332,nike air force 1,Zara,Men's Fashion,75,3.149412946,Blue
60,333,bose soundbar,H&M,Kids' Fashion,70,2.042428987,Yellow
80,334,samsung galaxy s23,Zara,Men's Fashion,16,1.855252274,Yellow
25,335,belt,Gucci,Men's Fashion,88,3.396661563,Red
71,336,power bank,Nike,Kids' Fashion,28,4.169716343,White
1,337,dell xps 13,Nike,Women's Fashion,80,1.591559598,White
22,338,wall art,Nike,Women's Fashion,70,1.444198704,Blue
46,339,dining table set,Gucci,Women's Fashion,74,1.804017418,White
52,340,lenovo thinkpad,Adidas,Women's Fashion,32,1.246471514,Blue
27,341,timberland boots,Gucci,Men's Fashion,91,4.473672898,Red
69,342,dyson vacuum,Zara,Women's Fashion,27,3.979717427,Yellow
29,343,google pixel 7,Gucci,Women's Fashion,91,4.74202906,Yellow
42,344,watch strap,Nike,Kids' Fashion,44,3.873916155,Blue
97,345,ikea sofa,H&M,Kids' Fashion,67,1.420409071,Yellow
62,346,backpack,Adidas,Kids' Fashion,19,4.829417307,Yellow
76,347,macbook air,H&M,Men's Fashion,18,1.110510848,Blue
52,348,under armour t-shirt,Zara,Kids' Fashion,76,2.915742059,Blue
36,349,ipad pro,Adidas,Kids' Fashion,97,3.150290196,White
50,350,sony bravia tv,H&M,Kids' Fashion,80,2.797018296,Black
52,351,carter's onesie,Nike,Women's Fashion,95,4.471219775,Red
41,352,vase,H&M,Men's Fashion,71,1.50329194,Green
87,353,zara blouse,Nike,Women's Fashion,78,2.912222167,Blue
7,354,phone case,Gucci,Men's Fashion,74,3.864665917,Red
59,355,sunglasses,Nike,Kids' Fashion,43,2.489550581,Red
93,356,crocs,Zara,Kids' Fashion,68,4.330070804,Black
89,357,instant pot,Adidas,Kids' Fashion,15,3.412001229,Yellow
66,358,tempur-pedic mattress,Adidas,Men's Fashion,55,1.174952648,Blue
55,359,lg oled tv,Nike,Kids' Fashion,68,4.449500338,Red
42,360,nike running shoes,H&M,Women's Fashion,24,2.257292487,Black
78,361,throw pillows,H&M,Kids' Fashion,62,1.760450534,Blue
22,362,cookware set,Adidas,Men's Fashion,15,1.281293053,Red
72,363,adidas tracksuit,Nike,Kids' Fashion,33,3.142884987,Yellow
60,364,storage rack,Nike,Kids' Fashion,65,2.040456962,Black
92,365,levi's jeans,Nike,Men's Fashion,16,3.282472037,White
7,366,gap hoodie,Nike,Women's Fashion,29,4.153341476,Yellow
17,367,samsung galaxy tab,Nike,Women's Fashion,31,2.710665415,Yellow
60,368,apple iphone 14,Nike,Women's Fashion,35,1.541757712,Blue
62,369,ashley recliner,Nike,Women's Fashion,96,3.795107582,Green
75,370,closet organizer,Nike,Kids' Fashion,58,2.634244312,White
65,371,kitchenaid mixer,Nike,Women's Fashion,33,1.081098282,White
63,372,old navy dress,Nike,Men's Fashion,41,1.843919361,White
87,373,wallet,Adidas,Men's Fashion,63,3.153142823,Green
23,374,tote bag,Nike,Men's Fashion,20,1.474025215,Black
68,375,apple watch,Zara,Women's Fashion,49,4.268766181,Blue
16,376,children's hoodie,H&M,Kids' Fashion,22,3.833159814,Green
33,377,charging cable,Zara,Women's Fashion,54,3.722545456,Black
55,378,fitbit charge,Nike,Men's Fashion,45,3.571269953,Red
89,379,office chair,Nike,Women's Fashion,25,3.637552903,White
73,380,brooklinen sheets,Gucci,Women's Fashion,23,1.204175626,Red
32,381,nike air force 1,H&M,Men's Fashion,23,3.324489276,Green
97,382,bose soundbar,Gucci,Men's Fashion,93,3.584985286,Yellow
32,383,samsung galaxy s23,H&M,Men's Fashion,86,2.533853796,Black
90,384,belt,H&M,Kids' Fashion,84,1.461914043,Black
74,385,power bank,Gucci,Women's Fashion,35,3.666720052,Yellow
27,386,dell xps 13,Adidas,Women's Fashion,17,3.578353949,Yellow
52,387,wall art,Adidas,Women's Fashion,24,1.169952748,Green
7,388,dining table set,H&M,Men's Fashion,86,4.11723275,Green
51,389,lenovo thinkpad,Zara,Women's Fashion,91,1.547099791,White
89,390,timberland boots,Adidas,Women's Fashion,86,4.448025482,Green
66,391,dyson vacuum,Gucci,Women's Fashion,25,3.828184813,Blue
73,392,google pixel 7,Zara,Men's Fashion,53,2.8148203,White
19,393,watch strap,H&M,Men's Fashion,32,1.752218472,Black
77,394,ikea sofa,Gucci,Men's Fashion,56,3.532018951,Yellow
90,395,backpack,Nike,Women's Fashion,14,2.590749419,Yellow
33,396,macbook air,Zara,Men's Fashion,74,2.865913132,Blue
100,397,under armour t-shirt,Zara,Kids' Fashion,94,1.573943498,White
39,398,ipad pro,H&M,Men's Fashion,16,2.190953332,White
36,399,sony bravia tv,Adidas,Men's Fashion,37,2.6298403,Yellow
95,400,carter's onesie,H&M,Women's Fashion,91,2.434738189,Green
41,401,vase,Gucci,Women's Fashion,93,4.63661739,Green
10,402,zara blouse,H&M,Women's Fashion,30,1.50367936,Yellow
83,403,phone case,Adidas,Men's Fashion,61,3.485748049,Red
37,404,sunglasses,Adidas,Men's Fashion,71,2.938891562,Green
